min_value,expected_value,success,day
5.0,5.445000000000001,False,16
10.0,10.0,False,16
7.0,7.0,False,16
8.0,8.0,False,16
8.0,8.0,False,16
2.0,4.118245715933301,False,16
4.0,5.012440315410931,True,16
2.0,3.369473767581791,False,16
7.0,7.0,False,17
9.0,9.0,False,17
5.0,5.0,False,17
10.0,10.0,False,17
7.0,7.0,False,17
8.0,8.0,False,17
8.0,8.0,False,17
2.0,4.530070287526631,True,17
4.0,4.511196283869838,False,17
2.0,3.032526390823612,False,17
7.0,7.0,False,18
9.0,9.0,False,18
5.0,5.0,False,18
10.0,10.0,False,18
7.0,7.0,False,18
8.0,8.0,False,18
8.0,8.0,False,18
2.0,4.983077316279295,True,18
4.0,4.060076655482854,False,18
2.0,3.3357790299059733,True,18
7.0,7.0,False,19
9.0,9.0,False,19
5.0,5.0,False,19
10.0,10.0,False,19
7.0,7.0,False,19
8.0,8.8,True,19
8.0,8.0,False,19
2.0,4.4847695846513655,False,19
4.0,4.46608432103114,True,19
2.0,3.002201126915376,False,19
7.0,7.0,False,20
9.0,9.0,False,20
5.0,5.5,True,20
10.0,10.0,False,20
7.0,7.0,False,20
8.0,8.0,False,20
8.0,8.0,False,20
2.0,4.0362926261862295,False,20
4.0,4.019475888928026,False,20
2.0,3.3024212396069137,True,20
7.0,7.0,False,21
9.0,9.0,False,21
5.0,5.0,False,21
10.0,10.0,False,21
7.0,7.0,False,21
8.0,8.8,True,21
8.0,8.0,False,21
2.0,4.439921888804853,True,21
4.0,4.0,False,21
2.0,3.6326633635676053,True,21
7.0,7.0,False,22
9.0,9.0,False,22
5.0,5.5,True,22
10.0,10.0,False,22
7.0,7.0,False,22
8.0,8.0,False,22
8.0,8.0,False,22
2.0,3.9959296999243676,False,22
4.0,4.4,True,22
2.0,3.269397027210845,False,22
7.0,7.0,False,23
9.0,9.0,False,23
5.0,5.0,False,23
10.0,10.0,False,23
7.0,7.0,False,23
8.0,8.0,False,23
8.0,8.8,True,23
2.0,4.395522669916804,True,23
4.0,4.0,False,23
2.0,3.5963367299319295,True,23
7.0,7.0,False,24
9.0,9.0,False,24
5.0,5.0,False,24
10.0,10.0,False,24
7.0,7.0,False,24
8.0,8.0,False,24
8.0,8.0,False,24
2.0,3.955970402925124,False,24
4.0,4.4,True,24
2.0,3.955970402925123,True,24
7.0,7.0,False,25
9.0,9.0,False,25
5.0,5.5,True,25
10.0,10.0,False,25
7.0,7.0,False,25
8.0,8.0,False,25
8.0,8.0,False,25
2.0,3.5603733626326117,False,25
4.0,4.0,False,25
2.0,3.5603733626326104,False,25
7.0,7.0,False,26
9.0,9.0,False,26
5.0,6.050000000000001,True,26
10.0,10.0,False,26
7.0,7.0,False,26
8.0,8.0,False,26
8.0,8.0,False,26
2.0,3.916410698895873,True,26
4.0,4.4,True,26
2.0,3.2043360263693494,False,26
7.0,7.0,False,27
9.0,9.0,False,27
5.0,5.445000000000001,False,27
10.0,10.0,False,27
7.0,7.0,False,27
8.0,8.0,False,27
8.0,8.0,False,27
2.0,3.5247696290062858,False,27
4.0,4.840000000000001,True,27
2.0,3.524769629006285,True,27
7.0,7.0,False,28
9.0,9.0,False,28
5.0,5.0,False,28
10.0,10.0,False,28
7.0,7.0,False,28
8.0,8.8,True,28
8.0,8.0,False,28
2.0,3.8772465919069146,True,28
4.0,4.356000000000001,False,28
2.0,3.8772465919069137,True,28
7.0,7.0,False,29
9.0,9.0,False,29
5.0,5.0,False,29
10.0,10.0,False,29
7.0,7.0,False,29
8.0,8.0,False,29
8.0,8.0,False,29
2.0,4.264971251097607,True,29
4.0,4.791600000000002,True,29
2.0,4.264971251097605,True,29
7.0,7.0,False,30
9.0,9.0,False,30
5.0,5.5,True,30
10.0,10.0,False,30
7.0,7.0,False,30
8.0,8.0,False,30
8.0,8.0,False,30
2.0,4.691468376207368,True,30
4.0,5.270760000000002,True,30
2.0,3.8384741259878448,False,30
7.0,7.0,False,31
9.0,9.0,False,31
5.0,5.0,False,31
10.0,10.0,False,31
7.0,7.0,False,31
8.0,8.0,False,31
8.0,8.0,False,31
2.0,4.222321538586631,False,31
4.0,4.743684000000002,False,31
2.0,4.2223215385866295,True,31
7.0,7.0,False,32
9.0,9.0,False,32
5.0,5.0,False,32
10.0,10.0,False,32
7.0,7.0,False,32
8.0,8.0,False,32
8.0,8.0,False,32
2.0,4.644553692445295,True,32
4.0,4.269315600000001,False,32
2.0,3.8000893847279666,False,32
7.0,7.0,False,33
9.0,9.0,False,33
5.0,5.0,False,33
10.0,10.0,False,33
7.0,7.0,False,33
8.0,8.0,False,33
8.0,8.0,False,33
2.0,4.180098323200766,False,33
4.0,4.696247160000002,True,33
2.0,4.180098323200764,True,33
7.0,7.0,False,34
9.0,9.0,False,34
5.0,5.5,True,34
10.0,10.0,False,34
7.0,7.0,False,34
8.0,8.0,False,34
8.0,8.0,False,34
2.0,3.7620884908806893,False,34
4.0,5.165871876000002,True,34
2.0,3.7620884908806875,False,34
7.0,7.700000000000001,True,35
9.0,9.0,False,35
5.0,6.050000000000001,True,35
10.0,10.0,False,35
7.0,7.0,False,35
8.0,8.0,False,35
8.0,8.0,False,35
2.0,4.138297339968759,True,35
4.0,4.6492846884000025,False,35
2.0,3.3858796417926187,False,35
7.0,7.0,False,36
9.0,9.0,False,36
5.0,5.445000000000001,False,36
10.0,10.0,False,36
7.0,7.0,False,36
8.0,8.0,False,36
8.0,8.0,False,36
2.0,4.552127073965635,True,36
4.0,5.114213157240004,True,36
2.0,3.724467605971881,True,36
7.0,7.0,False,37
9.0,9.0,False,37
5.0,5.0,False,37
10.0,10.0,False,37
7.0,7.0,False,37
8.0,8.0,False,37
8.0,8.0,False,37
2.0,5.007339781362199,True,37
4.0,5.625634472964005,True,37
2.0,3.352020845374693,False,37
7.0,7.700000000000001,True,38
9.0,9.0,False,38
5.0,5.0,False,38
10.0,10.0,False,38
7.0,7.0,False,38
8.0,8.0,False,38
8.0,8.0,False,38
2.0,4.5066058032259795,False,38
4.0,6.188197920260405,True,38
2.0,3.6872229299121626,True,38
7.0,7.0,False,39
9.0,9.0,False,39
5.0,5.0,False,39
10.0,10.0,False,39
7.0,7.0,False,39
8.0,8.0,False,39
8.0,8.0,False,39
2.0,4.055945222903381,False,39
4.0,5.569378128234365,False,39
2.0,4.055945222903379,True,39
7.0,7.0,False,40
9.0,9.0,False,40
5.0,5.0,False,40
10.0,10.0,False,40
7.0,7.0,False,40
8.0,8.0,False,40
8.0,8.0,False,40
2.0,3.6503507006130436,False,40
4.0,5.012440315410928,False,40
2.0,4.461539745193717,True,40
7.0,7.0,False,41
9.0,9.0,False,41
5.0,5.5,True,41
10.0,10.0,False,41
7.0,7.0,False,41
8.0,8.8,True,41
8.0,8.0,False,41
2.0,3.2853156305517395,False,41
4.0,5.513684346952021,True,41
2.0,4.015385770674345,False,41
7.0,7.700000000000001,True,42
9.0,9.0,False,42
5.0,5.0,False,42
10.0,10.0,False,42
7.0,7.0,False,42
8.0,8.0,False,42
8.0,8.0,False,42
2.0,3.613847193606914,True,42
4.0,4.96231591225682,False,42
2.0,3.6138471936069108,False,42
7.0,7.0,False,43
9.0,9.0,False,43
5.0,5.0,False,43
10.0,10.0,False,43
7.0,7.0,False,43
8.0,8.0,False,43
8.0,8.0,False,43
2.0,3.9752319129676055,True,43
4.0,4.466084321031138,False,43
2.0,3.2524624742462196,False,43
7.0,7.0,False,44
9.0,9.0,False,44
5.0,5.0,False,44
10.0,10.0,False,44
7.0,7.0,False,44
8.0,8.0,False,44
8.0,8.0,False,44
2.0,3.577708721670845,False,44
4.0,4.019475888928024,False,44
2.0,3.5777087216708416,True,44
7.0,7.0,False,45
9.0,9.0,False,45
5.0,5.0,False,45
10.0,10.0,False,45
7.0,7.0,False,45
8.0,8.8,True,45
8.0,8.0,False,45
2.0,3.93547959383793,True,45
4.0,4.0,False,45
2.0,3.2199378495037574,False,45
7.0,7.0,False,46
9.0,9.0,False,46
5.0,5.0,False,46
10.0,10.0,False,46
7.0,7.0,False,46
8.0,8.0,False,46
8.0,8.0,False,46
2.0,4.3290275532217235,True,46
4.0,4.4,True,46
2.0,2.8979440645533816,False,46
7.0,7.0,False,47
9.0,9.0,False,47
5.0,5.0,False,47
10.0,10.0,False,47
7.0,7.0,False,47
8.0,8.0,False,47
8.0,8.0,False,47
2.0,4.761930308543897,True,47
4.0,4.840000000000001,True,47
2.0,3.18773847100872,True,47
7.0,7.0,False,48
9.0,9.0,False,48
5.0,5.0,False,48
10.0,10.0,False,48
7.0,7.0,False,48
8.0,8.0,False,48
8.0,8.0,False,48
2.0,5.238123339398287,True,48
4.0,4.356000000000001,False,48
2.0,3.5065123181095923,True,48
7.0,7.0,False,49
9.0,9.0,False,49
5.0,5.5,True,49
10.0,10.0,False,49
7.0,7.0,False,49
8.0,8.0,False,49
8.0,8.0,False,49
2.0,4.714311005458459,False,49
4.0,4.0,False,49
2.0,3.8571635499205517,True,49
7.0,7.0,False,50
9.0,9.0,False,50
5.0,6.050000000000001,True,50
10.0,10.0,False,50
7.0,7.0,False,50
8.0,8.0,False,50
8.0,8.0,False,50
2.0,4.242879904912614,False,50
4.0,4.4,True,50
2.0,4.242879904912607,True,50
7.0,7.0,False,51
9.0,9.0,False,51
5.0,5.445000000000001,False,51
10.0,10.0,False,51
7.0,7.0,False,51
8.0,8.0,False,51
8.0,8.0,False,51
2.0,4.6671678954038756,True,51
4.0,4.840000000000001,True,51
2.0,3.8185919144213467,False,51
7.0,7.0,False,52
9.0,9.0,False,52
5.0,5.989500000000001,True,52
10.0,10.0,False,52
7.0,7.0,False,52
8.0,8.0,False,52
8.0,8.0,False,52
2.0,4.200451105863488,False,52
4.0,5.324000000000002,True,52
2.0,4.200451105863482,True,52
7.0,7.0,False,53
9.0,9.0,False,53
5.0,5.390550000000001,False,53
10.0,10.0,False,53
7.0,7.0,False,53
8.0,8.0,False,53
8.0,8.0,False,53
2.0,4.620496216449837,True,53
4.0,4.791600000000002,False,53
2.0,4.620496216449831,True,53
7.0,7.0,False,54
9.0,9.0,False,54
5.0,5.0,False,54
10.0,10.0,False,54
7.0,7.0,False,54
8.0,8.0,False,54
8.0,8.0,False,54
2.0,4.158446594804853,False,54
4.0,4.312440000000001,False,54
2.0,5.0825458380948145,True,54
7.0,7.0,False,55
9.0,9.0,False,55
5.0,5.0,False,55
10.0,10.0,False,55
7.0,7.0,False,55
8.0,8.0,False,55
8.0,8.0,False,55
2.0,4.574291254285339,True,55
4.0,4.0,False,55
2.0,4.574291254285333,False,55
7.0,7.0,False,56
9.0,9.0,False,56
5.0,5.5,True,56
10.0,10.0,False,56
7.0,7.0,False,56
8.0,8.0,False,56
8.0,8.0,False,56
2.0,4.1168621288568055,False,56
4.0,4.4,True,56
2.0,5.0317203797138665,True,56
7.0,7.0,False,57
9.0,9.0,False,57
5.0,6.050000000000001,True,57
10.0,10.0,False,57
7.0,7.0,False,57
8.0,8.0,False,57
8.0,8.0,False,57
2.0,4.5285483417424865,True,57
4.0,4.0,False,57
2.0,5.534892417685254,True,57
7.0,7.0,False,58
9.0,9.0,False,58
5.0,5.445000000000001,False,58
10.0,10.0,False,58
7.0,7.0,False,58
8.0,8.0,False,58
8.0,8.0,False,58
2.0,4.981403175916736,True,58
4.0,4.4,True,58
2.0,4.9814031759167285,False,58
7.0,7.0,False,59
9.0,9.0,False,59
5.0,5.989500000000001,True,59
10.0,10.0,False,59
7.0,7.0,False,59
8.0,8.0,False,59
8.0,8.0,False,59
2.0,5.47954349350841,True,59
4.0,4.840000000000001,True,59
2.0,4.483262858325056,False,59
7.0,7.0,False,60
9.0,9.0,False,60
5.0,5.390550000000001,False,60
10.0,10.0,False,60
7.0,7.0,False,60
8.0,8.0,False,60
8.0,8.0,False,60
2.0,4.931589144157569,False,60
4.0,4.356000000000001,False,60
2.0,4.03493657249255,False,60
7.0,7.700000000000001,True,61
9.0,9.0,False,61
5.0,5.0,False,61
10.0,10.0,False,61
7.0,7.0,False,61
8.0,8.0,False,61
8.0,8.0,False,61
2.0,4.438430229741813,False,61
4.0,4.791600000000002,True,61
2.0,4.4384302297418055,True,61
7.0,7.0,False,62
9.0,9.0,False,62
5.0,5.0,False,62
10.0,10.0,False,62
7.0,7.0,False,62
8.0,8.0,False,62
8.0,8.0,False,62
2.0,4.882273252715994,True,62
4.0,5.270760000000002,True,62
2.0,3.994587206767625,False,62
7.0,7.0,False,63
9.0,9.0,False,63
5.0,5.5,True,63
10.0,10.0,False,63
7.0,7.0,False,63
8.0,8.0,False,63
8.0,8.0,False,63
2.0,4.394045927444395,False,63
4.0,4.743684000000002,False,63
2.0,4.394045927444388,True,63
7.0,7.0,False,64
9.0,9.0,False,64
5.0,5.0,False,64
10.0,10.0,False,64
7.0,7.0,False,64
8.0,8.0,False,64
8.0,8.0,False,64
2.0,4.833450520188835,True,64
4.0,4.269315600000001,False,64
2.0,3.9546413346999496,False,64
7.0,7.0,False,65
9.0,9.0,False,65
5.0,5.0,False,65
10.0,10.0,False,65
7.0,7.0,False,65
8.0,8.0,False,65
8.0,8.0,False,65
2.0,4.350105468169952,False,65
4.0,4.0,False,65
2.0,4.350105468169945,True,65
7.0,7.700000000000001,True,66
9.0,9.0,False,66
5.0,5.0,False,66
10.0,10.0,False,66
7.0,7.0,False,66
8.0,8.0,False,66
8.0,8.0,False,66
2.0,4.785116014986947,True,66
4.0,4.0,False,66
2.0,3.9150949213529502,False,66
7.0,7.0,False,67
9.0,9.0,False,67
5.0,5.0,False,67
10.0,10.0,False,67
7.0,7.0,False,67
8.0,8.0,False,67
8.0,8.0,False,67
2.0,4.306604413488253,False,67
4.0,4.4,True,67
2.0,4.3066044134882455,True,67
7.0,7.0,False,68
9.0,9.0,False,68
5.0,5.5,True,68
10.0,10.0,False,68
7.0,7.700000000000001,True,68
8.0,8.0,False,68
8.0,8.0,False,68
2.0,4.737264854837078,True,68
4.0,4.0,False,68
2.0,3.875943972139421,False,68
7.0,7.0,False,69
9.0,9.0,False,69
5.0,6.050000000000001,True,69
10.0,10.0,False,69
7.0,7.0,False,69
8.0,8.0,False,69
8.0,8.0,False,69
2.0,4.263538369353371,False,69
4.0,4.4,True,69
2.0,3.4883495749254787,False,69
7.0,7.0,False,70
9.0,9.0,False,70
5.0,5.445000000000001,False,70
10.0,10.0,False,70
7.0,7.0,False,70
8.0,8.0,False,70
8.0,8.0,False,70
2.0,4.689892206288708,True,70
4.0,4.840000000000001,True,70
2.0,3.8371845324180267,True,70
7.0,7.0,False,71
9.0,9.0,False,71
5.0,5.0,False,71
10.0,10.0,False,71
7.0,7.0,False,71
8.0,8.0,False,71
8.0,8.0,False,71
2.0,5.15888142691758,True,71
4.0,4.356000000000001,False,71
2.0,4.22090298565983,True,71
7.0,7.0,False,72
9.0,9.0,False,72
5.0,5.0,False,72
10.0,10.0,False,72
7.0,7.0,False,72
8.0,8.0,False,72
8.0,8.0,False,72
2.0,5.674769569609338,True,72
4.0,4.0,False,72
2.0,4.642993284225813,True,72
7.0,7.0,False,73
9.0,9.0,False,73
5.0,5.0,False,73
10.0,10.0,False,73
7.0,7.700000000000001,True,73
8.0,8.0,False,73
8.0,8.0,False,73
2.0,5.107292612648404,False,73
4.0,4.4,True,73
2.0,5.107292612648395,True,73
7.0,7.0,False,74
9.0,9.0,False,74
5.0,5.0,False,74
10.0,10.0,False,74
7.0,7.0,False,74
8.0,8.0,False,74
8.0,8.0,False,74
2.0,4.596563351383564,False,74
4.0,4.840000000000001,True,74
2.0,5.618021873913236,True,74
7.0,7.0,False,75
9.0,9.0,False,75
5.0,5.0,False,75
10.0,10.0,False,75
7.0,7.0,False,75
8.0,8.0,False,75
8.0,8.0,False,75
2.0,4.136907016245208,False,75
4.0,5.324000000000002,True,75
2.0,5.056219686521913,False,75
7.0,7.0,False,76
9.0,9.0,False,76
5.0,5.5,True,76
10.0,10.0,False,76
7.0,7.0,False,76
8.0,8.0,False,76
8.0,8.0,False,76
2.0,4.550597717869729,True,76
4.0,4.791600000000002,False,76
2.0,4.550597717869722,False,76
7.0,7.0,False,77
9.0,9.0,False,77
5.0,6.050000000000001,True,77
10.0,10.0,False,77
7.0,7.0,False,77
8.0,8.0,False,77
8.0,8.0,False,77
2.0,5.005657489656702,True,77
4.0,5.270760000000002,True,77
2.0,5.005657489656694,True,77
7.0,7.0,False,78
9.0,9.0,False,78
5.0,5.445000000000001,False,78
10.0,10.0,False,78
7.0,7.0,False,78
8.0,8.0,False,78
8.0,8.0,False,78
2.0,5.506223238622373,True,78
4.0,5.797836000000003,True,78
2.0,5.506223238622364,True,78
7.0,7.0,False,79
9.0,9.0,False,79
5.0,5.0,False,79
10.0,10.0,False,79
7.0,7.0,False,79
8.0,8.0,False,79
8.0,8.0,False,79
2.0,4.955600914760136,False,79
4.0,5.218052400000003,False,79
2.0,6.056845562484601,True,79
7.0,7.0,False,80
9.0,9.0,False,80
5.0,5.0,False,80
10.0,10.0,False,80
7.0,7.0,False,80
8.0,8.0,False,80
8.0,8.0,False,80
2.0,5.451161006236149,True,80
4.0,4.696247160000003,False,80
2.0,5.451161006236141,False,80
7.0,7.0,False,81
9.0,9.0,False,81
5.0,5.5,True,81
10.0,10.0,False,81
7.0,7.0,False,81
8.0,8.0,False,81
8.0,8.0,False,81
2.0,4.906044905612535,False,81
4.0,4.226622444000003,False,81
2.0,5.996277106859756,True,81
7.0,7.0,False,82
9.0,9.0,False,82
5.0,6.050000000000001,True,82
10.0,10.0,False,82
7.0,7.0,False,82
8.0,8.0,False,82
8.0,8.0,False,82
2.0,4.415440415051282,False,82
4.0,4.649284688400003,True,82
2.0,5.39664939617378,False,82
7.0,7.0,False,83
9.0,9.0,False,83
5.0,5.445000000000001,False,83
10.0,10.0,False,83
7.0,7.0,False,83
8.0,8.0,False,83
8.0,8.0,False,83
2.0,3.9738963735461534,False,83
4.0,4.184356219560003,False,83
2.0,4.856984456556402,False,83
7.0,7.0,False,84
9.0,9.0,False,84
5.0,5.0,False,84
10.0,10.0,False,84
7.0,7.0,False,84
8.0,8.0,False,84
8.0,8.0,False,84
2.0,4.371286010900769,True,84
4.0,4.0,False,84
2.0,4.3712860109007625,False,84
7.0,7.0,False,85
9.0,9.0,False,85
5.0,5.5,True,85
10.0,10.0,False,85
7.0,7.0,False,85
8.0,8.0,False,85
8.0,8.0,False,85
2.0,3.934157409810692,False,85
4.0,4.4,True,85
2.0,3.934157409810686,False,85
7.0,7.0,False,86
9.0,9.0,False,86
5.0,5.0,False,86
10.0,10.0,False,86
7.0,7.700000000000001,True,86
8.0,8.0,False,86
8.0,8.0,False,86
2.0,4.327573150791761,True,86
4.0,4.840000000000001,True,86
2.0,4.327573150791755,True,86
7.0,7.0,False,87
9.0,9.0,False,87
5.0,5.5,True,87
10.0,10.0,False,87
7.0,7.0,False,87
8.0,8.0,False,87
8.0,8.0,False,87
2.0,3.8948158357125853,False,87
4.0,5.324000000000002,True,87
2.0,3.89481583571258,False,87
7.0,7.0,False,88
9.0,9.0,False,88
5.0,6.050000000000001,True,88
10.0,10.0,False,88
7.0,7.0,False,88
8.0,8.0,False,88
8.0,8.0,False,88
2.0,3.505334252141327,False,88
4.0,4.791600000000002,False,88
2.0,3.505334252141322,False,88
7.0,7.0,False,89
9.0,9.0,False,89
5.0,6.655000000000001,True,89
10.0,10.0,False,89
7.0,7.0,False,89
8.0,8.0,False,89
8.0,8.0,False,89
2.0,3.154800826927194,False,89
4.0,5.270760000000002,True,89
2.0,3.1548008269271897,False,89
7.0,7.0,False,90
9.0,9.0,False,90
5.0,5.989500000000001,False,90
10.0,10.0,False,90
7.0,7.0,False,90
8.0,8.0,False,90
8.0,8.0,False,90
2.0,3.470280909619914,True,90
4.0,5.797836000000003,True,90
2.0,3.470280909619909,True,90
7.0,7.0,False,91
9.0,9.0,False,91
5.0,5.390550000000001,False,91
10.0,10.0,False,91
7.0,7.0,False,91
8.0,8.0,False,91
8.0,8.0,False,91
2.0,3.1232528186579227,False,91
4.0,5.218052400000003,False,91
2.0,3.8173090005819,True,91
7.0,7.0,False,92
9.0,9.0,False,92
5.0,5.929605000000001,True,92
10.0,10.0,False,92
7.0,7.0,False,92
8.0,8.0,False,92
8.0,8.0,False,92
2.0,2.8109275367921307,False,92
4.0,5.739857640000004,True,92
2.0,3.4355781005237103,False,92
7.0,7.0,False,93
9.0,9.0,False,93
5.0,6.522565500000002,True,93
10.0,10.0,False,93
7.0,7.0,False,93
8.0,8.0,False,93
8.0,8.0,False,93
2.0,3.092020290471344,True,93
4.0,5.165871876000003,False,93
2.0,3.092020290471339,False,93
7.0,7.0,False,94
9.0,9.0,False,94
5.0,7.174822050000002,True,94
10.0,10.0,False,94
7.0,7.0,False,94
8.0,8.0,False,94
8.0,8.0,False,94
2.0,2.7828182614242096,False,94
4.0,4.649284688400003,False,94
2.0,2.782818261424205,False,94
7.0,7.0,False,95
9.0,9.0,False,95
5.0,6.457339845000002,False,95
10.0,10.0,False,95
7.0,7.0,False,95
8.0,8.0,False,95
8.0,8.0,False,95
2.0,2.5045364352817887,False,95
4.0,5.1142131572400045,True,95
2.0,3.061100087566626,True,95
7.0,7.0,False,96
9.0,9.0,False,96
5.0,5.811605860500002,False,96
10.0,10.0,False,96
7.0,7.700000000000001,True,96
8.0,8.0,False,96
8.0,8.0,False,96
2.0,2.7549900788099677,True,96
4.0,4.602791841516004,False,96
2.0,2.7549900788099637,False,96
7.0,7.700000000000001,True,97
9.0,9.0,False,97
5.0,6.392766446550003,True,97
10.0,10.0,False,97
7.0,7.0,False,97
8.0,8.0,False,97
8.0,8.0,False,97
2.0,3.030489086690965,True,97
4.0,4.142512657364404,False,97
2.0,3.0304890866909604,True,97
7.0,7.0,False,98
9.0,9.0,False,98
5.0,5.753489801895003,False,98
10.0,10.0,False,98
7.0,7.0,False,98
8.0,8.0,False,98
8.0,8.0,False,98
2.0,3.3335379953600617,True,98
4.0,4.556763923100845,True,98
2.0,3.333537995360057,True,98
7.0,7.0,False,99
9.0,9.0,False,99
5.0,5.178140821705503,False,99
10.0,10.0,False,99
7.0,7.0,False,99
8.0,8.0,False,99
8.0,8.0,False,99
2.0,3.666891794896068,True,99
4.0,4.10108753079076,False,99
2.0,3.666891794896063,True,99
7.0,7.0,False,100
9.0,9.0,False,100
5.0,5.0,False,100
10.0,10.0,False,100
7.0,7.0,False,100
8.0,8.0,False,100
8.0,8.0,False,100
2.0,4.033580974385675,True,100
4.0,4.511196283869837,True,100
2.0,4.03358097438567,True,100
